0.010273508	0.032135885	-0.032334503	0.013604831	0.06010453	0.09978359	-0.025609003	-0.015796585	0.07373075	-0.06355945	0.068403795	0.020456359	-0.008283656	0.013269421	0.09432351	-0.03736662
-0.01136212	0.021791564	0.03739173	0.009819078	0.031645283	0.07016759	-0.017118638	-0.006238706	0.048242226	-0.078509524	0.0056052906	0.03873108	0.016650373	0.032142714	0.042572886	-0.043788623
0.070948906	-0.01596894	0.093352646	0.015753843	0.018484363	0.07018352	-0.023256607	-0.047421824	0.049309127	-0.13095723	0.02808703	-0.08817364	-0.026765361	0.03798232	0.048868056	-0.10456226
-0.036335696	-0.023736302	0.078595445	0.0037499277	-0.03042589	0.05660596	0.023849387	-0.04014602	0.028779775	0.01929311	0.0059067635	-0.0033284773	-0.0255134	0.043012813	0.07347896	-0.07082987
-0.035425857	0.032613244	0.009982884	-0.05629471	0.06509851	0.009444842	-0.04094082	-0.04985215	0.03141763	-0.08661734	0.05284501	0.009823396	0.006490419	0.028510602	0.049614545	-0.03531294
-0.084791414	0.04697245	0.051265206	-0.039392166	0.005783488	0.01653243	-0.026012162	0.014819986	-0.015299492	-0.09520125	0.04355031	-0.018532457	-0.029486962	-0.031720866	0.12716831	0.019537974
-0.058063544	-0.008908376	0.02699229	0.009095904	0.041354436	0.08981504	-0.059990123	-0.06134408	0.09706882	-0.10909309	-0.0016623007	0.019178977	-0.081078455	0.015638784	0.13091074	-0.11375681
-0.022517772	0.014410802	0.12717059	0.02394186	0.045222864	0.039370585	0.008334672	-0.07626328	0.053140875	-0.0434854	0.0068651615	0.030172134	-0.039813507	0.042636123	0.12446867	-0.016239263
-0.009162768	0.047112625	0.057364784	0.035883743	0.041059483	0.022230938	-0.045371547	-0.028728161	0.09105285	-0.044846736	0.012365437	0.0046565733	0.037431017	0.020058013	0.055875957	0.03259322
-0.04088498	-0.020126564	0.06262225	0.034705635	-0.016630555	0.07607818	0.021403974	-0.02711924	0.038621295	-0.106511675	-0.017717984	-0.027712682	0.021591423	0.08559238	-0.00026362023	-0.13269934
0.06617054	0.026422046	-0.031211251	-0.0060010753	0.015079912	0.0705449	-0.030032191	-0.014053753	0.057245478	-0.09434459	-0.026714928	-0.04657198	-0.043229386	-0.016572192	0.07113192	-0.07302573
-0.021014297	-0.0091379015	0.06881443	0.008289373	0.069174625	-0.015566426	-0.04400928	-0.055995073	0.13373831	0.007300958	0.027078427	0.052559216	-0.045203526	0.06141061	0.00686033	-0.036855806
-0.0025435013	-0.07085979	0.046888493	-0.03979297	0.011296036	-0.05585848	-0.045139205	0.0031036832	0.023463605	-0.009611995	0.03665786	-0.016326914	0.012450236	-0.015298964	0.038411103	-0.018563325
0.053056806	0.08660574	0.002587595	0.0020424842	-0.0014781049	0.08288112	0.035207335	-0.14858286	0.06160443	-0.09833067	0.09173147	0.034604635	0.045633763	0.037326373	0.053742457	-0.06972564
-0.039626233	-0.02273467	0.099415064	-0.0068512615	-0.026770815	0.030909548	-0.048810076	-0.07094844	0.14237215	0.048310168	-0.016044723	-0.078128725	-0.036373764	-0.014837628	-0.079052046	-0.003125612
-0.0053862375	0.007856126	0.08897347	0.06094039	0.026809879	0.03451882	0.044579387	-0.024747685	0.060883842	-0.10854339	0.0074294466	0.012624224	-0.073622756	0.09027773	0.093147114	-0.027040223
-0.00575426	0.011318126	0.06578202	0.0373234	-0.0057658097	0.019490188	-0.03101684	-0.03385301	0.07393575	0.06682587	-0.039459042	-0.026281692	-0.07256335	0.02193707	0.095806345	0.017084295
-0.016050845	-0.048401732	0.043035164	0.08067828	-0.0015570819	0.031746473	0.053033717	-0.08843545	0.08670402	-0.070014365	0.028120073	0.030017331	0.0036202983	0.08469509	0.048366055	-0.049195617
-0.031131586	0.013351947	-0.0416144	-0.03038265	-0.055947646	-0.0034035004	-0.029035168	-0.06494738	0.026814241	-0.14647046	0.026779251	0.017058918	0.039983355	0.058326364	-0.028629947	-0.040282555
-0.00745279	0.06307752	0.044941433	0.05907242	0.013468099	0.039939232	0.015359189	-0.0013527356	0.016137976	-0.0009105278	-0.036355034	-0.04823015	0.014229382	0.12931919	0.002714904	-0.058673076
0.0461656	0.012738461	0.08001297	-0.0011153074	0.08406843	-0.07335078	-0.03602307	-0.025797682	0.086490944	-0.03023502	0.084391095	-0.0089193955	-0.041289285	0.006446907	0.06729512	-0.008908675
